artist_name,track_name,release_date,genre,lyrics
Cage The Elephant,Trouble,2015,indie-rock,"Ooh, ooh-ooh Ooh-ooh Ooh, ooh-ooh Ooh-ooh Ooh, ooh-ooh Ooh-ooh Ooh, ooh-ooh Ooh-ooh  We were at the table by the window with the view Casting shadows, the sun was pushing through Spoke a lot of words, I don't know if I spoke the truth  Got so much to lose Got so much to prove God, don't let me lose my mind  Trouble on my left, trouble on my right I've been facing trouble almost all my life My sweet love, won't you pull me through? Everywhere I look, I catch a glimpse of you I said it was love and I did it for life, didn't do it for you See Cage The Elephant LiveGet tickets as low as $31You might also like Ooh, ooh-ooh Ooh-ooh Ooh, ooh-ooh Ooh-ooh  We will come to pass, will I pass the test? You know what they say, yeah The wicked get no rest You can have my heart, any place, any time  Got so much to lose Got so much to prove God, don't let me lose my mind  Trouble on my left, trouble on my right I've been facing trouble almost all my life My sweet love, won't you pull me through? Everywhere I look, I catch a glimpse of you I said it was love and I did it for life, didn't do it for you  Trouble on my left, trouble on my right I've been facing trouble almost all my life My sweet love, won't you pull me through? Everywhere I look, I catch a glimpse of you I said it was love and I did it for life, didn't do it for you  Ooh, ooh-ooh Ooh-ooh Ooh, ooh-ooh Ooh-ooh Ooh, ooh-ooh Ooh-ooh Ooh, ooh-ooh Ooh-ooh  Got so much to lose Got so much to prove God, don't let me lose my mind22Embed"
Lord Huron,The Night We Met,2015,indie-rock,"(Ooh, ooh, ooh) (Ooh, ooh, ooh) (Ooh, ooh, ooh) (Ooh, ooh, ooh)  I am not the only traveler Who has not repaid his debt I've been searching for a trail to follow again Take me back to the night we met And then I can tell myself What the hell I'm supposed to do And then I can tell myself Not to ride along with you  I had all and then most of you Some and now none of you Take me back to the night we met I don't know what I'm supposed to do Haunted by the ghost of you Oh, take me back to the night we met  When the night was full of terrors And your eyes were filled with tears When you had not touched me yet Oh, take me back to the night we met See Lord Huron LiveGet tickets as low as $52You might also like I had all and then most of you Some and now none of you Take me back to the night we met I don't know what I'm supposed to do Haunted by the ghost of you Take me back to the night we met120Embed"
Arctic Monkeys,One Point Perspective,2018,indie-rock,"Dancing in my underpants I'm gonna run for government I'm gonna form a covers band anorl (Stop) Back there by the baby grand Did Mr. Winter Wonderland Say, Come 'ere, kid, we really need to talk? Bear with me, man, I lost my train of thought  I fantasise, I call it quits I swim with the economists And I get to the bottom of it for good By the time reality hits The chimes of freedom fell to bits The shining city on the fritz They come out of the cracks, thirsty for blood (Stop)  Oh, just as the apocalypse finally gets prioritised And you cry some of the hottest tears you ever cried Multiplied by five I suppose a singer must die  Singsong 'Round the Money Tree This stunning documentary That no one else unfortunately saw Such beautiful photography It's worth it for the opening scene I've been driving 'round listening to the score Or maybe I just imagined it all I've played to quiet rooms like this before Bear with me, man, I lost my train of thoughtYou might also like29Embed"
Glass Animals,Youth,2016,indie-rock,"Boy, when I left you you were young I was gone, but not my love You were clearly meant for more Than a life lost in the war  I want you to be happy Free to run, get dizzy on caffeine Funny friends that make you laugh And maybe you're just a little bit dappy  Fly Feel your mother right at your side, don't you know you got my eyes I'll make you fly You'll be happy all the time, I know you can make it right  Boy, now your life is back-to-front But you'll see that's not for long 'Cause I know you'll feel the ghost Of some memories so warm  Boy, I want you to be happy Free to run, get dizzy on caffeine Funny friends that make you laugh And maybe you're just a little bit dappy You might also like Fly Feel your mother right at your side, don't you know you got my eyes I'll make you fly You'll be happy all the time, I know you can make it right  Boy, I want you to be happy Free to run, get dizzy on caffeine Funny friends that make you laugh And maybe you're just a little bit dappy  Fly Feel your mother right at your side, don't you know you got my eyes I'll make you fly You'll be happy all the time, I know you can make it right I'll make you...  Boy, I want you to be happy Free to run, get dizzy on caffeine Funny friends that make you laugh And maybe you're just a little bit...  Woo, woo, woo40Embed"
Arctic Monkeys,Fireside,2013,indie-rock,"I can't explain but I wanna try There's this image of you and I And it goes dancing by In the morning and in the night time There's all these secrets that I can't keep Like in my heart there's that hotel suite And you lived there so long It's kind of strange now you're gone  I'm not sure if I should show you what I've found Has it gone for good, or is it coming back around? Isn't it hard to make up your mind When you're losing and your fuse is fireside?  There's all those places we used to go And I suspect you already know But that place on memory lane you like still looks the same But something about it's changed  I'm not sure if I should show you what I've found Has it gone for good, or is it coming back around? Isn't it hard to make up your mind When you're losing and your fuse is fireside? You might also like And I thought I was yours forever Or maybe I was mistaken But I just cannot manage to make it through the day Without thinking of you lately   I'm not sure if I should show you what I've found Has it gone for good, or is it coming back around? Isn't it hard to make up your mind When you're losing and your fuse is fireside?53Embed"
Capital Cities,Safe and Sound,2011,indie-rock,I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound  We're safe and sound  I could fill your cup You know my river won't evaporate This world we still appreciate You could be my luck Even in a hurricane of frowns I know that we'll be safe and sound  (Safe and sound) We're safe and sound (Safe and sound) We're safe and sound (Hold your ground) We're safe and sound (Safe and sound) You might also like I could show you love In a tidal wave of mystery You'll still be standing next to me You could be my luck Even if we're six feet underground I know that we'll be safe and sound  We're safe and sound (Safe and sound) (Safe and sound) (Hold your ground) (Safe and sound)  I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound  I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound We're safe and sound We're safe and sound We're safe and sound We're safe and sound (Safe and sound) We're safe and sound (Safe and sound) We're safe and sound (Hold your ground) We're safe and sound (Safe and sound) We're safe and sound89Embed
​twenty one pilots,Shy Away,2021,indie-rock,"When I get home You better not be there We're placin' bets you won't  Shed your modesty And the only thing to leave behind Is your own skin on the floor  Don't you shy away (Ah-ah-ah) Manifest a ceiling When you shy away (Ah-ah-ah) Searchin' for that feelin' Just like an I love you (Ooh, ooh) That isn't words (Ooh, ooh) Like a song he wrote that's never heard (Ah-ah-ah) Don't you sh…  When you get home You barely recognize the pictures They put in a frame  'Cause you shed your modеsty Don't circle the track Take what you havе And leave your skin on the floor You might also like Don't you shy away (Ah-ah-ah) Manifest a ceiling When you shy away (Ah-ah-ah) Searchin' for that feelin' Just like an I love you (Ooh, ooh) That isn't words (Ooh, ooh) Like a song he wrote (Ah-ah-ah) That's never heard  When I get home Boy, you better not be there You're long gone  Shed your modesty Don't circle the track Just break the cycle in half And leave your skin on the floor  Don't you shy away (Ah-ah-ah) Manifest a ceiling When you shy away (Ah-ah-ah) Searchin' for that feelin' Just like an I love you (Ooh, ooh) That isn't words (Ooh, ooh) Like a song he wrote (Ah-ah-ah) That's never heard That's never heard (Ah-ah-ah, ah-ah-ah) An I love you That isn't words Like a song he wrote That's never heard Don't you shy away113Embed"
The Smiths,Bigmouth Strikes Again,1986,indie-rock,"Sweetness, sweetness I was only joking when I said I'd like to smash every tooth in your head Oh-oh, sweetness, sweetness, I was only joking when I said By rights you should be bludgeoned in your bed  And now I know how Joan of Arc felt Now I know how Joan of Arc felt As the flames rose to her Roman nose And her Walkman started to melt (Oh) (Hoo-hoo-hoo)  Bigmouth la-da-da-dada, Bigmouth la-da-da-da Bigmouth strikes again And I've got no right to take my place With the human race (Oh, oh, oh-oh) Bigmouth la-da-da-dada, Bigmouth la-da-da-da Bigmouth strikes again And I've got no right to take my place With the human race  And now I know how Joan of Arc felt (Oh) Now I know how Joan of Arc felt As the flames rose to her roman nose And her hearing aid started to melt You might also like Bigmouth la-da-da-dada, Bigmouth la-da-da-da Bigmouth strikes again And I've got no right to take my place With the human race (Oh, oh, oh) Bigmouth oh-ho-ho, ha ha, Bigmouth la-da-da-da Bigmouth strikes again And I've got no right to take my place With the human race (Oh, oh, oh) Bigmouth oh-ho-ho, ha ha, Bigmouth la-da-da-da Bigmouth strikes again And I've got no right to take my place With the human race (Oh, oh, oh) Bigmouth la-da-da-dada, Bigmouth la-da-da-da Bigmouth strikes again And I've got no right to take my place With the human race (Oh, oh)39Embed"
​​alt-J,Fitzpleasure,2012,indie-rock,"Tralala, Trala–, Tra-a-la, –la Tralala, Trala–, Tra-a-la, –la Tralala, Trala–, Tra-a-la, –la Tralala, Trala–, Tra-a  In your snatch fits pleasure, broom-shaped pleasure Deep greedy and googling every corner La, Trala–, Tra-a-la, –la-la-la-la-la-la-la  Dead in the middle Of the C-O-double-M O-N Little did I know then That the Mandela Boys soon become Mandela Men Tall woman Pull the pylons down And wrap them around the necks Of all the feckless men that queue to be the next  Steepled fingers Ring la-la-la-la-la-la-la-la-leaders Queue-queue jumpers Rock, fist, paper, scissors, la-la-la-la-la-la-lingered fluffers They choir: In your hoof lies the heartland Where we tent for our treasure, pleasure, leisure Les yeux, it's all in your eyes You might also like In your snatch fits pleasure, a broom-shaped pleasure Deep greedy and googling every corner  Tralala, Trala–, Tra-a-la, –la-la-la-la-la-la-la Oh, oh, oh, oh, blinded by the lights61Embed"
Arctic Monkeys,Teddy Picker,2007,indie-rock,"They've sped up to the point where they provoke The punchline before they have told the joke Plenty of desperation to be seen Staring at the television screen They've sped up to the point where they provoke You to tell the fucking punchline before you have told the joke Well sorry, sunshine, it doesn't exist It wasn't in the Top 100 list  And it's the thousandth time that it's even bolder Don't be surprised when you get bent over They told you, but you were dying for it  She saw it and she grabbed it and it wasn't what it seemed The kids all dream of making it, whatever that means  Another variation on a theme A tangle on the television and the magazine D'you reckon that they do it for a joke? D'you reckon that they make 'em take an oath That says that We are defenders of any poser Or professional pretender around You might also like And when did your list replace the twist and turn Like a fist replaced a kiss? Don't concern us with your bollocks, I don't want your prayer Save it for the morning after   And it's the thousandth time that it's even bolder Don't be surprised when you get bent over They told you, but you were gagging for it  Let's have a game on the teddy picker Not quick enough, can I have it quicker? Already thick and you're getting thicker Let's have a game on the teddy picker Not quick enough, can I have it quicker? Already thick and you're getting thicker  Presuming that all things are equal Who'd want to be men of the people When there's people like you?49Embed"
Arctic Monkeys,When the Sun Goes Down,2006,indie-rock,"I said, who's that girl there? I wonder what went wrong so that she had to roam the streets She don't do major credit cards, I doubt she does receipts It's all not quite legitimate And what a scummy man Just give him half a chance, I bet he'll rob you if he can Can see it in his eyes, yeah, that he's got a drivin' ban Amongst some other offences And I've seen him with girls of the night And he told Roxanne to put on her red light They're all infected but he'll be alright 'Cause he's a scumbag, don't you know? I said, he's a scumbag, don't you know?   Although you're trying not to listen Avert your eyes and starin' at the ground She makes a subtle proposition I'm sorry, love, I'll have to turn you down And oh, he must be up to summat What are the chances? Sure it's more than likely I've got a feelin' in my stomach And start to wonder what his story might be What his story might be, yeah You might also like 'Cause they said it changes when the sun goes down Yeah, they said it changes when the sun goes down And they said it changes when the sun goes down Around here, around here  Look, here comes a Ford Mondeo Isn't he Mr. Inconspicuous? And he don't even have to say owt She's in the stance ready to get picked up Bet she's delighted when she sees him Pullin' in and givin' her the eye Because she must be fucking freezin' Scantily clad beneath the clear night sky It don't stop in the winter, no  And they said it changes when the sun goes down Yeah, they said it changes when the sun goes down And they said it changes when the sun goes down Around here Well, they said it changes when the sun goes down Over the river, goin' out of town And they said it changes when the sun goes down Around here, around here, oh And what a scummy man Just give him half a chance, I bet he'll rob you if he can Can see it in his eyes, yeah, that he's got a nasty plan I hope you're not involved at all52Embed"
The Smiths,Heaven Knows I'm Miserable Now,1984,indie-rock,"I was happy in the haze of a drunken hour But heaven knows I'm miserable now I was looking for a job and then I found a job And heaven knows I'm miserable now  In my life, why do I give valuable time To people who don't care if I live or die?  Two lovers entwined pass me by And heaven knows I'm miserable now I was looking for a job and then I found a job And heaven knows I'm miserable now  In my life, oh, why do I give valuable time To people who don't care if I live or I die?  What she asked of me at the end of the day Caligula would have blushed Oh, you've been in the house too long, she said And I naturally fled You might also like In my life, why do I smile At people who I'd much rather kick in the eye?  I was happy in the haze of a drunken hour But heaven knows I'm miserable now Oh, you've been in the house too long, she said And I naturally fled  In my life, oh, why do I give valuable time To people who don't care if I live or I die?43Embed"
Kings of Leon,Use Somebody,2008,indie-rock,"I've been roamin' around, always lookin' down at all I see Painted faces fill the places I can't reach You know that I could use somebody You know that I could use somebody Someone like you and all you know and how you speak Countless lovers under cover of the street You know that I could use somebody You know that I could use somebody  Someone like you  Off in the night, while you live it up, I'm off to sleep Wagin' wars to shape the poet and the beat I hope it's gonna make you notice I hope it's gonna make you notice  Someone like me Someone like me Someone like me Somebody  Don't let it out Don't let it out Don't let it out Don't let it out Don't let it out Don't let it out Don't let it out See Kings of Leon LiveGet tickets as low as $26You might also like  Someone like you Somebody Someone like you Somebody Someone like you Somebody  I've been roamin' around, always lookin' down at all I see51Embed"
December Avenue,Bulong,2018,indie-rock,Hindi masabi ang nararamdaman 'Di makalapit sadyang nanginginig na lang Mga kamay na sabik sa piling mo Ang 'yong matang walang mintis sa pagtigil ng aking mundo  Ako'y alipin ng pag-ibig mo Handang ibigin ang 'sang tulad mo Hangga't ang puso mo'y sa akin lang Hindi ka na malilinlang Ikaw ang ilaw sa dilim At ang liwanag ng mga bituin  Hindi mapakali hanggang tingin na lang Bumubulong sa'yong tabi Sadyang walang makapantay Sa kagandahang inuukit mo sa isip ko  Ako'y alipin ng pag-ibig mo Handang ibigin ang 'sang tulad mo Hangga't ang puso mo'y sa akin lang Hindi ka na malilinlang Ikaw ang ilaw sa dilim At ang liwanag ng mga bituin See December Avenue LiveGet tickets as low as $53You might also like  Ako'y alipin ng pag-ibig mo Handang ibigin ang 'sang tulad mo Hangga't ang puso mo'y sa akin lang Hindi ka na malilinlang Ikaw ang ilaw sa dilim At ang liwanag ng mga bituin  Ng mga bituin Ng mga bituin Ng mga bituin10Embed
Cigarettes After Sex,Sweet,2017,indie-rock,"Watching the video that you sent me The one where you're showering with wet hair dripping You know that I'm obsessed with your body But it's the way you smile that does it for me  It's so sweet, knowing that you love me Though we don't need to say it to each other, sweet Knowing that I love you, and running my fingers through your hair It's so sweet  Watching the video where you're lying In your red lingerie ten times nightly You know I think your skin's the perfect color But it's always your eyes that pull me under  It's so sweet, knowing that you love me Though we don't need to say it to each other, sweet Knowing that I love you, and running my fingers through your hair It's so sweet  And I will gladly break it, I will gladly break my heart for you And I will gladly break it, I will gladly break my heart for you And I will gladly break it, I will gladly break my heart for you And I will gladly break it, I will gladly break my heart for you See Cigarettes After Sex LiveGet tickets as low as $42You might also like It's so sweet, knowing that you love me Though we don't need to say it to each other, sweet Knowing that I love you, and running my fingers through your hair It's so sweet21Embed"
​​alt-J,Left Hand Free,2014,indie-rock,"Ain't shady, baby, I'm hot Like the prodigal son Pick a petal: eeny, meeny, miny, moe, and flower You're the chosen one  Well, your left hand's free And your right's in grip With another left hand Watch his right hand slip Towards his gun Oh-oh-oh, no  I tackle, we tussle , and oh my days We're rolling My right hand's gripped on his Colt Single-action army Oh-oh-oh  Well, your left hand's free And your right's in grip With another left hand Watch his right hand slip Towards his gun Oh-oh-oh, no You might also like N-E-O, O-M-G Gee whiz, girl, you're the one for me Though your man's bigger than I am Oh my days, he disagrees Oh-oh-oh, no (Speak easy)  Well, my left hand's free (Oh) Well, my left hand's free (Oh) Well, my left hand's free (Oh) Oh-oh-oh, no  Ain't shady, baby, I'm hot Like the prodigal son Pick a petal: eeny, meeny, miny, moe, and flower You're the chosen one  Well, your left hand's free (Oh) Well, my left hand's free (Oh) Well, my left hand's free (Oh) Well, my left hand's free (Oh) Well, my left hand's free (Oh) Oh-oh-oh, no88Embed"
